NS-T0,NS-T14,ME-T0,ME-T14,NH-T0,NH-T14,FIELD-T0,FIELD-T14,MA-T0,MA-T14,SC-T0,SC-T14,FL-T0,FL-T14
g__Epseptimavirus,g__Lirvirus,g__unclassified Marseilleviridae genus,g__Pseudotevenvirus,g__Pandoravirus,g__Neptunevirus,g__Lirvirus,g__Sedonavirus,g__Epseptimavirus,g__Prasinovirus,g__Punavirus,g__Tangaroavirus,g__Tequintavirus,g__Prasinovirus
g__Tequintavirus,g__Lirvirus,g__unclassified Marseilleviridae genus,g__Tequatrovirus,g__Pandoravirus,g__Neptunevirus,g__Lirvirus,g__Sedonavirus,g__Epseptimavirus,g__Prasinovirus,g__Siovirus,g__Tangaroavirus,g__Epseptimavirus,g__Prasinovirus
g__Epseptimavirus,g__Neptunevirus,g__Agricanvirus,g__Alcyoneusvirus,g__Fromanvirus,g__Nerrivikvirus,g__Neptunevirus,g__Acionnavirus,g__Tequintavirus,g__Tangaroavirus,g__Marthavirus,g__Tangaroavirus,g__Epseptimavirus,g__Lirvirus
g__Epseptimavirus,g__Neptunevirus,g__Fishburnevirus,g__Marienburgvirus,g__Kostyavirus,g__Nerrivikvirus,g__Neptunevirus,g__Acionnavirus,g__Epseptimavirus,g__Sednavirus,g__Attisvirus,g__Cheungvirus,g__Tequintavirus,g__Lirvirus
g__Epseptimavirus,g__unclassified Straboviridae genus,g__Mosigvirus,g__unclassified Caudoviricetes genus,g__Kostyavirus,g__Neptunevirus,g__Lasallevirus,g__Peduovirus,g__Epseptimavirus,g__Eurybiavirus,g__Trinifflemingvirus,g__Cheungvirus,g__Epseptimavirus,g__Lirvirus
g__Epseptimavirus,g__Nerrivikvirus,g__Tequatrovirus,g__Tequatrovirus,g__Kostyavirus,g__Neptunevirus,g__Acajnonavirus,g__Jiaoyazivirus,g__Epseptimavirus,g__Eurybiavirus,g__Nymphadoravirus,g__Eurybiavirus,g__Citexvirus,g__Lirvirus
g__Tequatrovirus,g__Nerrivikvirus,g__Tequintavirus,g__Tequatrovirus,g__Kostyavirus,g__Prasinovirus,g__Franklinbayvirus,g__Salvovirus,g__Wizardvirus,g__Eurybiavirus,g__Quivirus,g__Eurybiavirus,g__Epseptimavirus,g__Lirvirus
g__Cheoctovirus,g__Neptunevirus,g__Karamvirus,g__Krischvirus,g__Kostyavirus,g__Prasinovirus,g__Franklinbayvirus,g__unclassified Marseilleviridae genus,g__Wizardvirus,g__Eurybiavirus,g__Quivirus,g__Eurybiavirus,g__Epseptimavirus,g__Lirvirus
g__Tequatrovirus,g__Neptunevirus,g__Tequatrovirus,g__Sawaravirus,g__Casadabanvirus,g__Tangaroavirus,g__Nerrivikvirus,g__Tequintavirus,g__Wellingtonvirus,g__Ficleduovirus,g__Huanghaivirus,g__Eurybiavirus,g__Epseptimavirus,g__Neptunevirus
g__Tequatrovirus,g__Lederbergvirus,g__unclassified Caudoviricetes genus,g__Mosigvirus,g__unclassified Marseilleviridae genus,g__Sednavirus,g__Nerrivikvirus,g__unclassified Caudoviricetes genus,g__Lambdavirus,g__Angelvirus,g__Huanghaivirus,g__unclassified Caudoviricetes genus,g__Tequintavirus,g__Neptunevirus
g__Pseudotevenvirus,g__Prasinovirus,g__Mosigvirus,g__Yokohamavirus,g__unclassified Marseilleviridae genus,g__Eurybiavirus,g__Neptunevirus,g__Baltimorevirus,g__Cheoctovirus,g__Plymouthvirus,g__Serangoonvirus,g__unclassified Phycodnaviridae genus,g__Xuquatrovirus,g__Traversvirus
g__Tequatrovirus,g__Tangaroavirus,g__Mosigvirus,g__Moumouvirus,g__Fishburnevirus,g__Eurybiavirus,g__Neptunevirus,g__Nereusvirus,g__Feofaniavirus,g__Plymouthvirus,g__Attisvirus,g__unclassified Phycodnaviridae genus,g__Akiravirus,g__Nerrivikvirus
g__Tequintavirus,g__Sednavirus,g__Avunavirus,g__Moumouvirus,g__Fromanvirus,g__Angelvirus,g__Chrysonvirus,g__Nereusvirus,g__Cheoctovirus,g__Kuttervirus,g__Xoxocotlavirus,g__Aegirvirus,g__Citexvirus,g__Nerrivikvirus
g__Tequintavirus,g__unclassified Caudoviricetes genus,g__Pseudotevenvirus,g__unclassified Autographiviridae genus,g__Kostyavirus,g__Plymouthvirus,g__Chrysonvirus,g__Nereusvirus,g__Wizardvirus,g__unclassified Kyanoviridae genus,g__Attisvirus,g__Aegirvirus,g__Epseptimavirus,g__Nerrivikvirus
g__Lazarusvirus,g__Eurybiavirus,g__Mosigvirus,g__Bristolvirus,g__Charlievirus,g__unclassified Kyanoviridae genus,g__Chrysonvirus,g__Nereusvirus,g__Cheoctovirus,g__unclassified Kyanoviridae genus,g__unclassified Mesyanzhinovviridae genus,g__Yuavirus,g__Dardanusvirus,g__Neptunevirus
g__Lazarusvirus,g__Eurybiavirus,g__Tequatrovirus,g__Bristolvirus,g__Cheoctovirus,g__unclassified Caudoviricetes genus,g__Prasinovirus,g__Nereusvirus,g__Cheoctovirus,g__unclassified Caudoviricetes genus,g__Jerseyvirus,g__Yuavirus,g__Tequintavirus,g__Neptunevirus
g__Lazarusvirus,g__Eurybiavirus,g__Cheoctovirus,g__Bristolvirus,g__unclassified Caudoviricetes genus,g__unclassified Caudoviricetes genus,g__Tangaroavirus,g__Nereusvirus,g__Cheoctovirus,g__Cheoctovirus,g__Betabaculovirus,g__Lambdavirus,g__Dongdastvirus,g__Lederbergvirus
g__Hadassahvirus,g__unclassified Caudoviricetes genus,g__Tequintavirus,g__Vellamovirus,g__unclassified Caudoviricetes genus,g__unclassified Caudoviricetes genus,g__Sednavirus,g__Lowelvirus,g__Cheoctovirus,g__Eiauvirus,g__Villovirus,g__Traversvirus,g__Pourcelvirus,g__Tangaroavirus
g__Tequatrovirus,g__Angelvirus,g__Lavrentievavirus,g__Vellamovirus,g__Karamvirus,g__unclassified Caudoviricetes genus,g__Eurybiavirus,g__Lowelvirus,g__Cheoctovirus,g__unclassified Caudoviricetes genus,g__Versovirus,g__Aorunvirus,g__Pourcelvirus,g__Sednavirus
g__Tequatrovirus,g__unclassified Kyanoviridae genus,g__Tequintavirus,g__Betaentomopoxvirus,g__Baltimorevirus,g__Eiauvirus,g__Eurybiavirus,g__Lowelvirus,g__Cheoctovirus,g__unclassified Caudoviricetes genus,g__Alphabaculovirus,g__Aorunvirus,g__Dongdastvirus,g__Eurybiavirus
g__Tequatrovirus,g__unclassified Kyanoviridae genus,g__Prasinovirus,g__Betaentomopoxvirus,g__Saclayvirus,g__Seongnamvirus,g__Eurybiavirus,g__Lowelvirus,g__Cheoctovirus,g__unclassified Marseilleviridae genus,g__Alphabaculovirus,g__Detrevirus,g__Dongdastvirus,g__Eurybiavirus
g__Tequatrovirus,g__unclassified Caudoviricetes genus,g__Prasinovirus,g__Betaentomopoxvirus,g__Gaiavirus,g__unclassified Caudoviricetes genus,g__Angelvirus,g__Chalconvirus,g__Cheoctovirus,g__unclassified Kyanoviridae genus,g__Betabaculovirus,g__Detrevirus,g__Epseptimavirus,g__Kisquinquevirus
g__Tequatrovirus,g__Oryzopoxvirus,g__Fernvirus,g__Betaentomopoxvirus,g__Gaiavirus,g__unclassified Marseilleviridae genus,g__Angelvirus,g__Chalconvirus,g__Tequintavirus,g__Ficleduovirus,g__Alphabaculovirus,g__Emcearvirus,g__Tequintavirus,g__Kisquattuordecimvirus
g__Cheoctovirus,g__Eiauvirus,g__Fernvirus,g__Betaentomopoxvirus,g__unclassified Caudoviricetes genus,g__unclassified Kyanoviridae genus,g__Kuttervirus,g__Chalconvirus,g__Cheoctovirus,g__Kostyavirus,g__Alphabaculovirus,g__Ronodorvirus,g__Pokkenvirus,g__Angelvirus
g__Tequatrovirus,g__Eiauvirus,g__Harrisonvirus,g__Yokohamavirus,g__unclassified Caudoviricetes genus,g__Erskinevirus,g__unclassified Kyanoviridae genus,g__Chalconvirus,g__Epseptimavirus,g__Fromanvirus,g__Moumouvirus,g__Ronodorvirus,g__Epseptimavirus,g__unclassified Kyanoviridae genus
g__Tequintavirus,g__unclassified Caudoviricetes genus,g__Fernvirus,g__Unahavirus,g__Obolenskvirus,g__Cheoctovirus,g__unclassified Caudoviricetes genus,g__Atlauavirus,g__Epseptimavirus,g__Kostyavirus,g__Theiavirus,g__Greenvirus,g__Huelvavirus,g__unclassified Caudoviricetes genus
g__Epseptimavirus,g__unclassified Caudoviricetes genus,g__Fromanvirus,g__unclassified Straboviridae genus,g__Lubbockvirus,g__Cheoctovirus,g__Oryzopoxvirus,g__Atlauavirus,g__Tequintavirus,g__Cheoctovirus,g__Oceanusvirus,g__Leucotheavirus,g__Epseptimavirus,g__unclassified Caudoviricetes genus
g__Epseptimavirus,g__Justusliebigvirus,g__Kostyavirus,g__Vespertilionpoxvirus,g__Cheoctovirus,g__Thaumasvirus,g__Eiauvirus,g__Atlauavirus,g__Epseptimavirus,g__Cheoctovirus,g__Oceanusvirus,g__Leucotheavirus,g__Epseptimavirus,g__Oslovirus
g__Epseptimavirus,g__unclassified Marseilleviridae genus,g__Tequintavirus,g__Igirivirus,g__Sparkyvirus,g__Charlievirus,g__unclassified Marseilleviridae genus,g__Macariavirus,g__Epseptimavirus,g__Thaumasvirus,g__unclassified Viruses genus,g__Myrnavirus,g__Zurivirus,g__unclassified Caudoviricetes genus
g__Epseptimavirus,g__Tequatrovirus,g__Epseptimavirus,g__Cheoctovirus,g__Sparkyvirus,g__Charlievirus,g__Tequatrovirus,g__Macariavirus,g__Cheoctovirus,g__Thaumasvirus,g__Moumouvirus,g__Pemunavirus,g__Epseptimavirus,g__unclassified Caudoviricetes genus
g__Epseptimavirus,g__unclassified Kyanoviridae genus,g__Mosigvirus,g__Sedonavirus,g__Cheoctovirus,g__Charlievirus,g__Tequatrovirus,g__Chalconvirus,g__Anayavirus,g__Thaumasvirus,g__Tupanvirus,g__Gibbetvirus,g__Noahvirus,g__unclassified Marseilleviridae genus
g__Tequintavirus,g__Bixzunavirus,g__Tequatrovirus,g__Sedonavirus,g__Squirtyvirus,g__Centapoxvirus,g__unclassified Kyanoviridae genus,g__Chalconvirus,g__Cheoctovirus,g__Charlievirus,g__Tupanvirus,g__Gibbetvirus,g__Hollowayvirus,g__unclassified Caudoviricetes genus
g__Epseptimavirus,g__Kostyavirus,g__Tequatrovirus,g__Sedonavirus,g__Squirtyvirus,g__Fishburnevirus,g__Erskinevirus,g__Potamoivirus,g__Cheoctovirus,g__Kostyavirus,g__Alphabaculovirus,g__Gibbetvirus,g__Tequintavirus,g__unclassified Kyanoviridae genus
g__Epseptimavirus,g__Thaumasvirus,g__Tequatrovirus,g__Acionnavirus,g__Squirtyvirus,g__Namakavirus,g__Thaumasvirus,g__Potamoivirus,g__Epseptimavirus,g__Bignuzvirus,g__Megavirus,g__Xiamenvirus,g__Tequintavirus,g__Erskinevirus
g__Tequatrovirus,g__Thaumasvirus,g__Kuttervirus,g__Acionnavirus,g__Cheoctovirus,g__Namakavirus,g__Zedzedvirus,g__Potamoivirus,g__Epseptimavirus,g__Centapoxvirus,g__Alphabaculovirus,g__Pankowvirus,g__Lambdavirus,g__Kostyavirus
g__Tequatrovirus,g__Bixzunavirus,g__Tequatrovirus,g__Pandoravirus,g__Cheoctovirus,g__Galenevirus,g__Tequatrovirus,g__Potamoivirus,g__Tequintavirus,g__Fishburnevirus,g__Alphabaculovirus,g__Pankowvirus,g__Dhillonvirus,g__Bixzunavirus
g__Tequatrovirus,g__Tequatrovirus,g__Jiaodavirus,g__Pandoravirus,g__Haifavirus,g__unclassified Caudoviricetes genus,g__Tequatrovirus,g__Jilinvirus,g__Dagavirus,g__Fishburnevirus,g__Betabaculovirus,g__Prasinovirus,g__Dhillonvirus,g__Kostyavirus
g__Cheoctovirus,g__Tequatrovirus,g__Mosigvirus,g__Pandoravirus,g__Asteriusvirus,g__Seoulvirus,g__Tequatrovirus,g__Haifavirus,g__Vimunumvirus,g__Namakavirus,g__Alphabaculovirus,g__Ionavirus,g__Tequintavirus,g__Cheoctovirus
g__Tequatrovirus,g__Charlievirus,g__Tequintavirus,g__Pandoravirus,g__Charlievirus,g__Megavirus,g__Tequatrovirus,g__Haifavirus,g__Dexdertvirus,g__Namakavirus,g__Alphabaculovirus,g__unclassified Caudoviricetes genus,g__Epseptimavirus,g__Thaumasvirus
g__Cheoctovirus,g__Kostyavirus,g__Pseudotevenvirus,g__Tequatrovirus,g__Klausavirus,g__unclassified Caudoviricetes genus,g__Centapoxvirus,g__Haifavirus,g__Epseptimavirus,g__Galenevirus,g__Alphabaculovirus,g__unclassified Caudoviricetes genus,g__Epseptimavirus,g__Bixzunavirus
g__Jacunavirus,g__Bixzunavirus,g__Cheoctovirus,g__Mosigvirus,g__Fromanvirus,g__Krylovvirus,g__Namakavirus,g__Haifavirus,g__Fairfaxidumvirus,g__Fromanvirus,g__Versovirus,g__unclassified Caudoviricetes genus,g__Epseptimavirus,g__Moazamivirus
g__Freyavirus,g__Bixzunavirus,g__Cheoctovirus,g__unclassified Viruses genus,g__Fishburnevirus,g__unclassified Caudoviricetes genus,g__Namakavirus,g__Tequintavirus,g__Wizardvirus,g__Megavirus,g__Villovirus,g__Neptunevirus,g__Epseptimavirus,g__Kostyavirus
g__Tequatrovirus,g__Bixzunavirus,g__Slopekvirus,g__unclassified Viruses genus,g__Chenonavirus,g__unclassified Caudoviricetes genus,g__Galenevirus,g__Tequintavirus,g__Wizardvirus,g__Megavirus,g__Silviavirus,g__Neptunevirus,g__Epseptimavirus,g__Bixzunavirus
g__Tequatrovirus,g__Namakavirus,g__Slopekvirus,g__Eiauvirus,g__Lavrentievavirus,g__Uetakevirus,g__Kuttervirus,g__Prasinovirus,g__Wizardvirus,g__Kuttervirus,,g__Rheavirus,g__Tequintavirus,g__Bixzunavirus
g__Tequatrovirus,g__Namakavirus,g__Kostyavirus,g__Iapetusvirus,g__unclassified Caudoviricetes genus,g__unclassified Caudoviricetes genus,g__Gelderlandvirus,g__Libanvirus,g__Wizardvirus,g__unclassified Caudoviricetes genus,,g__Marseillevirus,g__Epseptimavirus,g__Bignuzvirus
g__Clownvirus,g__Galenevirus,g__Slopekvirus,g__Murrayvirus,g__unclassified Caudoviricetes genus,g__Pavtokvirus,g__Seoulvirus,g__Punavirus,g__Wizardvirus,g__Uetakevirus,,g__Prasinovirus,g__Epseptimavirus,g__Centapoxvirus
g__Bakolyvirus,g__Bixzunavirus,g__Jiaodavirus,g__Firingavirus,g__Chiangmaivirus,g__Ahduovirus,g__Megavirus,g__Punavirus,g__Tequintavirus,g__unclassified Caudoviricetes genus,,g__Kagunavirus,g__Kisquattuordecimvirus,g__Bixzunavirus
g__Bakolyvirus,g__Bixzunavirus,g__Fromanvirus,g__unclassified Marseilleviridae genus,g__Prasinovirus,g__Perisivirus,g__Kuttervirus,g__Schizotequatrovirus,g__Wizardvirus,g__unclassified Caudoviricetes genus,,g__Kagunavirus,g__Wadgaonvirus,g__Namakavirus
g__Cheoctovirus,g__Megavirus,g__Cheoctovirus,g__Mosigvirus,g__Libanvirus,g__Aurunvirus,g__Certrevirus,g__Tequintavirus,g__Cheoctovirus,g__Aurunvirus,,g__Kagunavirus,g__Oliverunavirus,g__Namakavirus
g__Jouyvirus,g__unclassified Caudoviricetes genus,g__Pseudotevenvirus,g__Tequatrovirus,g__Punavirus,g__Aurunvirus,g__unclassified Caudoviricetes genus,g__Epseptimavirus,g__Epseptimavirus,g__Aurunvirus,,g__Lederbergvirus,g__Ayaqvirus,g__Galenevirus
g__Bievrevirus,g__unclassified Caudoviricetes genus,g__Tequatrovirus,g__Charlievirus,g__unclassified Caudoviricetes genus,g__Aurunvirus,g__Petsuvirus,g__Tequintavirus,g__Tequintavirus,g__Cheoctovirus,,g__Lederbergvirus,g__Harrisonburgvirus,g__Bixzunavirus
g__Jouyvirus,g__unclassified Caudoviricetes genus,g__Tequatrovirus,g__Tequintavirus,g__unclassified Caudoviricetes genus,g__Cheoctovirus,g__Uetakevirus,g__Megalocytivirus,g__Cheoctovirus,g__Marienburgvirus,,g__Pekhitvirus,g__Rahariannevirus,g__Bixzunavirus
g__Jouyvirus,g__Uetakevirus,g__Tequatrovirus,g__unclassified Caudoviricetes genus,g__Pandoravirus,g__Marienburgvirus,g__Slopekvirus,g__Marseillevirus,g__Epseptimavirus,g__Certrevirus,,g__Pekhitvirus,g__Cimandefvirus,g__unclassified Caudoviricetes genus
g__Tequintavirus,g__Uetakevirus,g__Tequatrovirus,g__Karamvirus,g__Zicotriavirus,g__Vipunavirus,g__Slopekvirus,g__Tequintavirus,g__Rosariovirus,g__Psavirus,,g__Pagavirus,g__Jouyvirus,g__unclassified Caudoviricetes genus
g__Tequintavirus,g__Uetakevirus,g__Tequatrovirus,g__unclassified Caudoviricetes genus,g__Citrovirus,g__Inhavirus,g__Slopekvirus,g__unclassified Caudoviricetes genus,g__Epseptimavirus,g__Cornellvirus,,g__Powvirus,g__Alegriavirus,g__Lederbergvirus
g__Duodecimduovirus,g__Tsarbombavirus,g__Marseillevirus,g__Kratosvirus,g__Obolenskvirus,g__Inhavirus,g__Capnelvirus,g__unclassified Caudoviricetes genus,g__Epseptimavirus,g__Nipunavirus,,g__Powvirus,g__Nesevirus,g__Seoulvirus
g__Donellivirus,g__Lederbergvirus,g__Marseillevirus,g__Saclayvirus,g__Emnonavirus,g__unclassified Caudoviricetes genus,g__Aurunvirus,g__unclassified Caudoviricetes genus,g__Wizardvirus,g__Nipunavirus,,g__unclassified Caudoviricetes genus,g__Bievrevirus,g__Megavirus
g__Epseptimavirus,g__unclassified Caudoviricetes genus,g__Tequintavirus,g__Bernalvirus,g__unclassified Caudoviricetes genus,g__unclassified Caudoviricetes genus,g__Aurunvirus,g__Marseillevirus,g__Epseptimavirus,g__Obolenskvirus,,g__unclassified Caudoviricetes genus,g__Jouyvirus,g__Megavirus
g__Tequintavirus,g__Slopekvirus,g__Mudcatvirus,g__Nereusvirus,g__unclassified Caudoviricetes genus,g__unclassified Caudoviricetes genus,g__Pseudotevenvirus,g__Epseptimavirus,g__Leonardvirus,g__unclassified Caudoviricetes genus,,g__unclassified Caudoviricetes genus,g__Radostvirus,g__unclassified Caudoviricetes genus
g__Punavirus,g__Pavtokvirus,g__Carettavirus,g__Nereusvirus,g__Vhulanivirus,g__Fromanvirus,g__Pseudotevenvirus,g__Epseptimavirus,g__Cheoctovirus,g__Cheoctovirus,,g__Anaposvirus,g__Jouyvirus,g__Dhillonvirus
g__Punavirus,g__Capnelvirus,g__Kantovirus,g__Nereusvirus,g__Phayoncevirus,g__Nipunavirus,g__Tequatrovirus,g__Sokavirus,g__Cheoctovirus,g__Colossusvirus,,g__Anaposvirus,g__Nesevirus,g__Beceayunavirus
g__Avanivirus,g__Perisivirus,g__Mudcatvirus,g__Nereusvirus,g__Fromanvirus,g__Abidjanvirus,g__Tequatrovirus,g__Sokavirus,g__Cheoctovirus,g__Beetrevirus,,g__Neritesvirus,g__Tequintavirus,g__Beceayunavirus
g__Biquartavirus,g__Aurunvirus,g__Marseillevirus,g__Nereusvirus,g__Kostyavirus,g__Abidjanvirus,g__Alcyoneusvirus,g__Cymopoleiavirus,g__Tequintavirus,g__Sawaravirus,,g__Neritesvirus,g__Tequintavirus,g__Oslovirus
g__Tiamatvirus,g__Aurunvirus,g__Marseillevirus,g__Nereusvirus,g__Incheonvirus,g__Pamexvirus,g__Vipunavirus,g__Cymopoleiavirus,g__Tequintavirus,g__Pankowvirus,,g__Tefnutvirus,g__Siovirus,g__Oslovirus
g__Triavirus,g__Pseudotevenvirus,g__Epseptimavirus,g__Lowelvirus,g__Epseptimavirus,g__Pamexvirus,g__Mardecavirus,g__Aoqinvirus,g__Lambdavirus,g__Pankowvirus,,g__Tefnutvirus,g__Naesvirus,g__Uetakevirus
g__Kayvirus,g__Tequatrovirus,g__Epseptimavirus,g__Lowelvirus,g__Cheoctovirus,g__Pamexvirus,g__Certrevirus,g__Marseillevirus,g__Cheoctovirus,g__Camvirus,,g__Sednavirus,g__Lessievirus,g__Lederbergvirus
g__Cheoctovirus,g__Alcyoneusvirus,g__Tequatrovirus,g__Lowelvirus,g__Cheoctovirus,g__unclassified Caudoviricetes genus,g__Certrevirus,g__Gualtarvirus,g__Phapecoctavirus,g__Moumouvirus,,g__Sednavirus,g__Ryyoungvirus,g__unclassified Caudoviricetes genus
g__unclassified Straboviridae genus,g__Cheoctovirus,g__Chakrabartyvirus,g__Lowelvirus,g__Cheoctovirus,g__Derbicusvirus,g__unclassified Caudoviricetes genus,g__Tequintavirus,g__Cheoctovirus,g__unclassified Autographiviridae genus,,g__Kajamvirus,g__Ryyoungvirus,g__Capnelvirus
g__Avanivirus,g__Kwaitsingvirus,g__Agricanvirus,g__Chalconvirus,g__Kostyavirus,g__Sawaravirus,g__unclassified Caudoviricetes genus,g__Pteropopoxvirus,g__Tequintavirus,g__Hacavirus,,g__Kajamvirus,g__Rauchvirus,g__Capnelvirus
g__Cheoctovirus,g__Aguilavirus,g__Agricanvirus,g__Chalconvirus,g__Cheoctovirus,g__Pankowvirus,g__unclassified Caudoviricetes genus,g__Alisovirus,g__Epseptimavirus,g__Bristolvirus,,g__Kajamvirus,g__Tlsvirus,g__Perisivirus
g__Cheoctovirus,g__Certrevirus,g__Agricanvirus,g__Chalconvirus,g__Fishburnevirus,g__Pankowvirus,g__Derbicusvirus,g__Alisovirus,g__Epseptimavirus,g__Bristolvirus,,g__Llyrvirus,g__Epseptimavirus,g__Perisivirus
g__Kayvirus,g__Lederbergvirus,g__Charlievirus,g__Chalconvirus,g__Fromanvirus,g__Moumouvirus,g__Tulanevirus,g__Alisovirus,g__Epseptimavirus,g__Vellamovirus,,g__Llyrvirus,g__Tequintavirus,g__Perisivirus
g__Tequintavirus,g__Nipunavirus,g__Marseillevirus,g__Atlauavirus,g__Cheoctovirus,g__Moumouvirus,g__Tulanevirus,g__Alisovirus,g__Epseptimavirus,g__Vellamovirus,,g__unclassified Caudoviricetes genus,g__Enquatrovirus,g__Aurunvirus
g__Epseptimavirus,g__Nipunavirus,g__Marseillevirus,g__Atlauavirus,g__Cheoctovirus,g__unclassified Autographiviridae genus,g__Ceceduovirus,g__Charybdisvirus,g__Epseptimavirus,g__Hiroshimavirus,,g__unclassified Caudoviricetes genus,g__Tlsvirus,g__Aurunvirus
g__Tequintavirus,g__Nipunavirus,g__Tequatrovirus,g__Atlauavirus,g__Cheoctovirus,g__Bristolvirus,g__Tequatrovirus,g__Charybdisvirus,g__Tequintavirus,g__Hiroshimavirus,,g__unclassified Caudoviricetes genus,g__Cequinquevirus,g__Aurunvirus
g__Tequintavirus,g__Nipunavirus,g__Tequatrovirus,g__Macariavirus,g__Cheoctovirus,g__Bristolvirus,g__Tequatrovirus,g__Potamoivirus,g__Epseptimavirus,g__unclassified Kyanoviridae genus,,g__unclassified Caudoviricetes genus,g__Kratiovirus,g__unclassified Caudoviricetes genus
g__Tequintavirus,g__Pamexvirus,g__Jiaodavirus,g__Macariavirus,g__Cheoctovirus,g__Vellamovirus,g__Kuttervirus,g__Kanaloavirus,g__Epseptimavirus,g__Betaentomopoxvirus,,g__Raunefjordenvirus,g__Tlsvirus,g__Dhillonvirus
g__Tequintavirus,g__Siovirus,g__Slopekvirus,g__Chalconvirus,g__Pseudotevenvirus,g__Vellamovirus,g__Agtrevirus,g__Kanaloavirus,g__Wadgaonvirus,g__Betaentomopoxvirus,,g__Raunefjordenvirus,g__Tequintavirus,g__Yautsimvirus
g__Tequintavirus,g__Yuavirus,g__Tequatrovirus,g__Chalconvirus,g__Marseillevirus,g__Nampongvirus,g__Kuttervirus,g__Machinavirus,g__Cheoctovirus,g__Betaentomopoxvirus,,g__unclassified Caudoviricetes genus,g__Epseptimavirus,g__Lambdavirus
g__Namazuvirus,g__Tequatrovirus,g__Tequatrovirus,g__Potamoivirus,g__Klausavirus,g__Betaentomopoxvirus,g__Gelderlandvirus,g__Machinavirus,g__Wizardvirus,g__unclassified Caudoviricetes genus,,g__Poseidonvirus,g__Tequintavirus,g__Nochtlivirus
g__Bocovirus,g__Tequatrovirus,g__Tequatrovirus,g__Potamoivirus,g__unclassified Caudoviricetes genus,g__Betaentomopoxvirus,g__Tegunavirus,g__Derbicusvirus,g__Wizardvirus,g__Kostyavirus,,g__Poseidonvirus,g__Tequintavirus,g__Cuauhtlivirus
g__Magiavirus,g__Kleczkowskavirus,g__Tequintavirus,g__Potamoivirus,g__Paundecimvirus,g__Betaentomopoxvirus,g__Tequatrovirus,g__Machinavirus,g__Avanivirus,g__Fishburnevirus,,g__Poseidonvirus,g__Tequintavirus,g__Shamshuipovirus
g__Yellowseavirus,g__Kleczkowskavirus,g__Mosigvirus,g__Potamoivirus,g__Marthavirus,g__Yuavirus,g__Tequatrovirus,g__Jiaodavirus,g__Bakolyvirus,g__Fishburnevirus,,g__Poseidonvirus,g__Tequintavirus,g__Marienburgvirus
g__Cobrasixvirus,g__Krischvirus,g__Pseudotevenvirus,g__Potamoivirus,g__Bippervirus,g__Kostyavirus,g__Tulanevirus,g__Chlorovirus,g__Bakolyvirus,g__Cheoctovirus,,g__Prasinovirus,g__Tequintavirus,g__Oslovirus
g__Libingvirus,g__Beetrevirus,g__Tequatrovirus,g__Potamoivirus,g__Marseillevirus,g__Fishburnevirus,g__Krischvirus,g__Chlorovirus,g__Bakolyvirus,g__Fromanvirus,,g__Prasinovirus,g__Detrevirus,g__Oslovirus
g__Epseptimavirus,g__Pankowvirus,g__Fromanvirus,g__Tequatrovirus,g__Marseillevirus,g__Cheoctovirus,g__Krischvirus,g__Tequintavirus,g__Rahariannevirus,g__Kostyavirus,,g__Prasinovirus,g__Citexvirus,g__Vipunavirus
g__unclassified Caudoviricetes genus,g__Pankowvirus,g__Pseudotevenvirus,g__unclassified Caudoviricetes genus,g__Epseptimavirus,g__Fromanvirus,g__Mardecavirus,g__unclassified Viruses genus,g__Firingavirus,g__Cheoctovirus,,g__Prasinovirus,g__Gamaleyavirus,g__Lederbergvirus
g__unclassified Caudoviricetes genus,g__unclassified Caudoviricetes genus,g__Slopekvirus,g__Mosigvirus,g__Epseptimavirus,g__Cheoctovirus,g__unclassified Caudoviricetes genus,g__Marseillevirus,g__Wizardvirus,g__Kostyavirus,,g__Lirvirus,g__Gamaleyavirus,g__unclassified Caudoviricetes genus
g__Oceanusvirus,g__Mosigvirus,g__Pseudotevenvirus,g__Mosigvirus,g__Cheoctovirus,g__Kostyavirus,g__Mosigvirus,g__Eneladusvirus,g__Cheoctovirus,g__Kostyavirus,,g__Lirvirus,g__Gamaleyavirus,g__unclassified Caudoviricetes genus
g__Tupanvirus,g__Miltonvirus,g__Karamvirus,g__Sparkyvirus,g__Chakrabartyvirus,g__Helsingorvirus,g__Miltonvirus,g__Tequintavirus,g__Cheoctovirus,g__Cellubavirus,,g__Lirvirus,g__Richievirus,g__Psavirus
g__Tupanvirus,g__Moumouvirus,g__Tequatrovirus,g__Squirtyvirus,g__Punavirus,g__Cebadecemvirus,g__Moumouvirus,g__Shandvirus,g__Cheoctovirus,g__Helsingorvirus,,g__Lirvirus,g__Acanvirus,g__Nipunavirus
